names,parana,santa catarina,sao paulo,rio de janeiro,goias,pernambuco,rio grande do sul,minas gerais,rio grande do norte,maranhao,paraiba,amazonas,federal district,mato grosso,bahia,ceara,espirito santo,para,mato grosso do sul,tocantins,piaui,acre,alagoas,sergipe,rondonia,roraima,amapa
parana,109,12,75,4,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
santa catarina,3,88,32,5,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sao paulo,8,6,2112,36,0,5,10,13,5,0,3,2,7,0,3,2,0,3,0,0,0,0,1,0,0,0,0
rio de janeiro,15,3,119,573,0,4,8,12,1,0,1,0,8,0,1,3,1,1,0,0,0,0,0,0,0,0,0
goias,0,0,9,1,3,0,1,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pernambuco,1,0,48,8,0,46,6,4,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
rio grande do sul,6,26,78,12,0,1,252,7,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0
minas gerais,6,1,106,34,0,1,6,258,0,0,1,1,12,0,0,1,0,2,0,0,0,0,0,0,0,0,0
rio grande do norte,0,0,14,3,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maranhao,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paraiba,0,2,40,6,0,5,1,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amazonas,1,0,6,1,0,0,0,0,1,0,0,10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
federal district,0,0,18,6,0,0,1,1,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mato grosso,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bahia,0,0,19,5,0,2,3,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0
ceara,0,1,21,3,0,2,1,3,0,0,1,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0
espirito santo,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
para,0,0,10,2,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
mato grosso do sul,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tocantins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piaui,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alagoas,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
sergipe,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rondonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roraima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
